,price,address,area,bed,baths,halfBaths
18,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
19,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
20,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
21,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
22,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
23,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
24,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
25,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
26,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
27,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
28,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
29,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
30,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
31,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
32,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
33,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
34,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
35,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
36,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
37,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
38,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
39,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
40,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
41,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
42,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
43,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
44,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
45,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
46,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
47,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
48,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
49,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
50,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
51,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
52,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
53,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
54,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
55,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
56,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
57,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
58,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
59,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
60,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
61,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
62,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
63,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
64,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
65,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
66,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
67,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
68,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
69,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
70,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
71,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
72,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
73,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
74,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
75,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
76,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
77,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
78,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
79,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
80,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
81,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
82,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
83,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
84,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
85,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
86,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
87,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
88,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
89,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
90,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
91,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
92,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
93,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
94,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
95,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
96,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
97,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
98,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
99,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
100,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
101,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
102,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
103,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
104,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
105,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
106,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
107,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
108,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
109,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
110,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
111,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
112,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
113,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
114,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
115,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
116,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
117,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
118,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
119,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
120,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
121,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
122,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
123,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
124,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
125,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
126,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
127,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
128,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
129,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
130,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
131,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
132,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
133,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
134,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
135,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
136,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
137,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
138,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
139,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
140,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
141,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
142,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
143,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
144,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
145,"$2,400,000","47 E 19th Street 4 , New York NY 10003","2,500 sq.ft",2 beds,2 baths,N/A
